timestamp,seed,os,tensorflow_version,gpu,mixed_precision,base_model,optimizer,lr_phase1,lr_phase2,batch_size,image_size,num_classes,train_samples,val_samples,test_samples,imbalance_ratio,class_weights,total_epochs,phase1_epochs,phase1_final_train_acc,phase1_final_val_acc,phase2_ran,phase2_epochs,phase2_final_train_acc,phase2_final_val_acc,test_accuracy,test_loss,precision_weighted,recall_weighted,f1_weighted,auc_ovr,bootstrap_mean_acc,bootstrap_std_acc,ci_lower,ci_upper,avg_inference_ms,training_time_minutes,memory_used_mb,data_pipeline,model_saved
2026-05-11 22:48:22,5678,Windows-10-10.0.26200-SP0,2.10.0,"[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]",mixed_float16,EfficientNetB0,RMSprop,0.001,0.0001,128,224x224,4,3919,812,819,1.4833,"{0: 1.0649456521739131, 1: 0.9182286785379569, 2: 0.8490034662045061, 3: 1.2593187660668381}",34,20,0.9704,0.9754,True,14,0.999,0.9951,0.9902,0.0454,0.9903,0.9902,0.9902,0.9998,0.2538,0.0154,0.2247,0.2857,226.659,3.25,4849.6,tf.data + cache + prefetch,H:\STICS\TomatoTrain\tomato_efficientnetb0_final.weights.h5
