timestamp,seed,os,tensorflow_version,gpu,mixed_precision,base_model,optimizer,lr_phase1,lr_phase2,batch_size,image_size,num_classes,train_samples,val_samples,test_samples,imbalance_ratio,class_weights,total_epochs,phase1_epochs,phase1_final_train_acc,phase1_final_val_acc,phase2_ran,phase2_epochs,phase2_final_train_acc,phase2_final_val_acc,test_accuracy,test_loss,precision_weighted,recall_weighted,f1_weighted,auc_ovr,bootstrap_mean_acc,bootstrap_std_acc,ci_lower,ci_upper,avg_inference_ms,training_time_minutes,memory_used_mb,data_pipeline,model_saved
2026-05-11 22:40:19,44322,Windows-10-10.0.26200-SP0,2.10.0,"[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]",mixed_float16,EfficientNetB0,Adagrad,0.01,0.001,128,224x224,4,3919,812,819,1.4833,"{0: 1.0649456521739131, 1: 0.9182286785379569, 2: 0.8490034662045061, 3: 1.2593187660668381}",26,20,0.8974,0.9101,True,6,0.7548,0.8461,0.9023,0.2455,0.9022,0.9023,0.9014,0.9889,0.2522,0.0153,0.2222,0.2821,249.89,2.28,4718.58,tf.data + cache + prefetch,H:\STICS\TomatoTrain\tomato_efficientnetb0_final.weights.h5
